"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @PressTV: UN warns of worst humanitarian crisis by Boko Haram https://t.co/sFLPYIq5cX #Nigeria #Chad https://t.co/lkaAGjSBYA",FALSE,0,NA,2016-09-30 20:17:27,FALSE,NA,"781951110214975488",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","Emjay7422",9,TRUE,FALSE,NA,NA
"2","“123 terrorists” killed in Niger's anti-Boko Haram operations - Vanguard https://t.co/Omm1yQBvep",FALSE,0,NA,2016-09-30 20:17:04,FALSE,NA,"781951015712993280",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Naijawhatsup",0,FALSE,FALSE,NA,NA
"3","Famine killing tens of thousands in Boko Haram region -U.N - By Tom Miles GENEVA  – Tens of thousands of people... https://t.co/G9ZOT62gYR",FALSE,0,NA,2016-09-30 20:16:31,FALSE,NA,"781950875946352640",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SundiataPOST",0,FALSE,FALSE,NA,NA
"4","RT @IRLA_USA: Savaged by #BokoHaram https://t.co/nfCvStuuD8 #Nigeria",FALSE,0,NA,2016-09-30 20:16:27,FALSE,NA,"781950859349467136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adamazi_nwamadi",23,TRUE,FALSE,NA,NA
"5","“I have worked in Darfur,” Lanzer told reporters, referring to the war-torn Sudanese region. “The scale and the... https://t.co/HhRQUSlojB",FALSE,0,NA,2016-09-30 20:16:16,FALSE,NA,"781950814474670080",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","amkareto",0,FALSE,FALSE,NA,NA
"6","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:16:15,FALSE,NA,"781950807696609280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OsitaEkwedike",38,TRUE,FALSE,NA,NA
"7","BrainiacFunded US builds a $100 million African drone base to fight Boko Haram https://t.co/JUuQHR1BHW",FALSE,0,NA,2016-09-30 20:15:59,FALSE,NA,"781950740025729025",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BrainiacFunded",0,FALSE,FALSE,NA,NA
"8","#news_web_tech US builds a $100 million African drone base to fight Boko Haram https://t.co/5ZmLQ8VcMu",FALSE,0,NA,2016-09-30 20:15:58,FALSE,NA,"781950739690229763",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","news_web_tech",0,FALSE,FALSE,NA,NA
"9","RT @nytopinion: The fight against Boko Haram will not be won unless the misery that it generates is also alleviated. https://t.co/t3CZzxE4T2",FALSE,0,NA,2016-09-30 20:15:47,FALSE,NA,"781950692114231296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CathleenMOKelly",14,TRUE,FALSE,NA,NA
"10","RT @viewfromthecave: Business loans draw young Nigerians to join Boko Haram https://t.co/fh6wVpEm04 (new story)",FALSE,0,NA,2016-09-30 20:15:34,FALSE,NA,"781950637533696004",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amitangshu",1,TRUE,FALSE,NA,NA
"11","RT @NigeriaNewsdesk: 14 soldiers killed in anti-Boko Haram operations https://t.co/zK1Q3ajrVs via @todayng https://t.co/vd4MdeSG3F",FALSE,0,NA,2016-09-30 20:15:34,FALSE,NA,"781950636346732548",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","hbgumi",3,TRUE,FALSE,NA,NA
"12","14 soldiers killed in anti-Boko Haram operations https://t.co/suXYyOQ3bL",FALSE,0,NA,2016-09-30 20:15:19,FALSE,NA,"781950575378243584",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","DjShegzy1",0,FALSE,FALSE,NA,NA
"13","US builds a $100 million African drone base to fight #Boko_Haram https://t.co/IvhvirXFnt",FALSE,0,NA,2016-09-30 20:15:17,FALSE,NA,"781950563982245888",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Lavadaxs96",0,FALSE,FALSE,NA,NA
"14","#BlackLivesMatter Is Silent/BokoHaram Slaughters Christians,Burns Villages Near Chibok Where200Schoolgirls Kidnapped https://t.co/NhKEB3pqcn",FALSE,0,NA,2016-09-30 20:15:16,FALSE,NA,"781950563118379013",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikelbtko",0,FALSE,FALSE,NA,NA
"15","US builds a $100 million African drone base to fight Boko Haram https://t.co/SYDcBnhi34  #tech #technology",FALSE,0,NA,2016-09-30 20:15:15,FALSE,NA,"781950555832758272",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","jasonhartsoe",0,FALSE,FALSE,NA,NA
"16","US builds a $100 million African drone base to fight Boko Haram https://t.co/wNfQBmYIiy",FALSE,0,NA,2016-09-30 20:15:14,FALSE,NA,"781950552997408769",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","neojemb",0,FALSE,FALSE,NA,NA
"17","US builds a $100 million African drone base to fight Boko Haram https://t.co/ahJKdDGpZe https://t.co/y8ldbQZ09u",FALSE,0,NA,2016-09-30 20:15:14,FALSE,NA,"781950552041152512",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","kanayachristine",0,FALSE,FALSE,NA,NA
"18","US builds a $100 million African drone base to fight Boko Haram https://t.co/6tONT9lwyB",FALSE,0,NA,2016-09-30 20:15:14,FALSE,NA,"781950551814582272",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","SosialitaGadget",0,FALSE,FALSE,NA,NA
"19","RT @FRANCE24: Boko Haram region poised for world’s worst crisis, says UN https://t.co/wk8YZY6FKK https://t.co/2WNkSt4Rqb",FALSE,0,NA,2016-09-30 20:15:13,FALSE,NA,"781950550099292161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KingsleyAnah",46,TRUE,FALSE,NA,NA
"20","US builds a $100 million African drone base to fight Boko Haram https://t.co/T2xhd3mDRj",FALSE,0,NA,2016-09-30 20:15:13,FALSE,NA,"781950548102623233",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Josefinaavv",0,FALSE,FALSE,NA,NA
"21","14 soldiers killed in anti-Boko Haram operations https://t.co/kJ0trAEwbG",FALSE,0,NA,2016-09-30 20:15:13,FALSE,NA,"781950547037302784",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","pirrezz",0,FALSE,FALSE,NA,NA
"22","14 soldiers killed in anti-Boko Haram operations: Niger: … of neighbouring Niger, Chad and Cameroon, and made more… https://t.co/4BeJckeKeZ",FALSE,0,NA,2016-09-30 20:15:12,FALSE,NA,"781950546655649792",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","cameroondaily",0,FALSE,FALSE,NA,NA
"23","US builds a $100 million African drone base to fight Boko Haram https://t.co/HoEPSD0Rtq https://t.co/1J8H8ituyg",FALSE,0,NA,2016-09-30 20:15:06,FALSE,NA,"781950520843907072",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","HazmiGaming",0,FALSE,FALSE,NA,NA
"24","US builds a $100 million African drone base to fight Boko Haram https://t.co/V2Ix6sEo6g https://t.co/QKU7vPPDEt",FALSE,0,NA,2016-09-30 20:15:06,FALSE,NA,"781950519870836736",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Kbit_co",0,FALSE,FALSE,NA,NA
"25","US builds a $100 million African drone base to fight Boko Haram https://t.co/2AFSlfPX3I",FALSE,0,NA,2016-09-30 20:15:06,FALSE,NA,"781950518872543234",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","bibliotecamobi",0,FALSE,FALSE,NA,NA
"26","#agadez #alqaeda US builds a $100 million African drone base to fight Boko Haram: The Department of Defense… https://t.co/Ayq2owFJ7d",FALSE,0,NA,2016-09-30 20:15:05,FALSE,NA,"781950513713557504",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ElectropageIt",0,FALSE,FALSE,NA,NA
"27","US builds a $100 million African drone base to fight Boko Haram https://t.co/QmRjdmSMmM",FALSE,0,NA,2016-09-30 20:15:04,FALSE,NA,"781950513084375040",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ID291214",0,FALSE,FALSE,NA,NA
"28","US builds a $100 million African drone base to fight #BokoHaram https://t.co/9judM4K5ZO",FALSE,1,NA,2016-09-30 20:15:04,FALSE,NA,"781950512484667392",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","it_tech_high",0,FALSE,FALSE,NA,NA
"29","Defiance on the dancefloor: clubbing in the birthplace of Boko Haram https://t.co/CooxQW2UFh https://t.co/1hXth2jrUz",FALSE,0,NA,2016-09-30 20:15:03,FALSE,NA,"781950506956689413",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","basgras",0,FALSE,FALSE,NA,NA
"30","Boko Haram region could become world's worst crisis - UN https://t.co/co0vgGaQ9h",FALSE,0,NA,2016-09-30 20:15:02,FALSE,NA,"781950503802503169",NA,"<a href=""http://www.news24.com/"" rel=""nofollow"">News24_Africa</a>","News24_Africa",0,FALSE,FALSE,NA,NA
"31","RT @buky: Such an important article about local humanitarian efforts in Yola -https://t.co/eC63NE8tin cc @saratu @MsNemah @Nwanyi_abagana @…",FALSE,0,NA,2016-09-30 20:14:47,FALSE,NA,"781950441043132416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sir_Ruffy",17,TRUE,FALSE,NA,NA
"32","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:14:36,FALSE,NA,"781950392162742272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davidivoke3",38,TRUE,FALSE,NA,NA
"33","RT @Amaka_Ekwo: Savaged by Boko Haram https://t.co/L9R1b3LOEx",FALSE,0,NA,2016-09-30 20:14:34,FALSE,NA,"781950383853797376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davidivoke3",32,TRUE,FALSE,NA,NA
"34","RT @IRLA_USA: Savaged by #BokoHaram https://t.co/nfCvStuuD8 #Nigeria",FALSE,0,NA,2016-09-30 20:14:33,FALSE,NA,"781950382436155392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davidivoke3",23,TRUE,FALSE,NA,NA
"35","RT @NigeriaNewsdesk: 14 soldiers killed in anti-Boko Haram operations https://t.co/zK1Q3ajrVs via @todayng https://t.co/vd4MdeSG3F",FALSE,0,NA,2016-09-30 20:14:01,FALSE,NA,"781950247329107968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1_gflame",3,TRUE,FALSE,NA,NA
"36","Borno State Govt. To Rebuild Churches Destroyed By Boko Haram.... click here to read more: https://t.co/uHVopJmGFr",FALSE,0,NA,2016-09-30 20:13:51,FALSE,NA,"781950206648672256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NaijaForAll",0,FALSE,FALSE,NA,NA
"37","Borno State Govt. To Rebuild Churches Destroyed By Boko Haram.... click here to read more: https://t.co/JkRTyf7VyO",FALSE,0,NA,2016-09-30 20:13:51,FALSE,NA,"781950206057279489",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","UniportDope",0,FALSE,FALSE,NA,NA
"38","Borno State Govt. To Rebuild Churches Destroyed By Boko Haram.... click here to read more: https://t.co/XaTJZJWa0B",FALSE,0,NA,2016-09-30 20:13:51,FALSE,NA,"781950205927231488",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SuperLadyBoss",0,FALSE,FALSE,NA,NA
"39","Borno State Govt. To Rebuild Churches Destroyed By Boko Haram.... click here to read more: https://t.co/yLWbbUVPEv",FALSE,0,NA,2016-09-30 20:13:51,FALSE,NA,"781950205558161408",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TweeterAfrica",0,FALSE,FALSE,NA,NA
"40","CyberAnonymous: NigeriaNewsdesk: 14 soldiers killed in anti-Boko Haram operations https://t.co/mcN2G5Tpre via tod… https://t.co/FYPeBt2fKW",FALSE,0,NA,2016-09-30 20:13:46,FALSE,NA,"781950185756852224",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","ikmuhd",0,FALSE,FALSE,NA,NA
"41","RT @valbrownmc: GOP Senators Probe Clinton Foundation Ties to State and Boko Haram https://t.co/BJ3qsNOqod https://t.co/vpLGD1k9Gi",FALSE,0,NA,2016-09-30 20:13:07,FALSE,NA,"781950019414949888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davidivoke3",35,TRUE,FALSE,NA,NA
"42","14 soldiers killed in anti-Boko Haram operations https://t.co/pdrGoiNPax #africa #bokoharam #cameroon #chad",FALSE,0,NA,2016-09-30 20:13:02,FALSE,NA,"781949998036639744",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Voiceof9jathugs",0,FALSE,FALSE,NA,NA
"43","RT @FRANCE24: Boko Haram region poised for world’s worst crisis, says UN https://t.co/wk8YZY6FKK https://t.co/2WNkSt4Rqb",FALSE,0,NA,2016-09-30 20:12:59,FALSE,NA,"781949985667571712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NkiruLNistoran",46,TRUE,FALSE,NA,NA
"44","RT @AP: Up to 75,000 children could die from famine-like conditions in Nigeria in next year, UN says. https://t.co/GjzVtBAfbU https://t.co/…",FALSE,0,NA,2016-09-30 20:12:50,FALSE,NA,"781949950389137408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","avantiverdi",326,TRUE,FALSE,NA,NA
"45","RT @nytopinion: The fight against Boko Haram will not be won unless the misery that it generates is also alleviated. https://t.co/t3CZzxE4T2",FALSE,0,NA,2016-09-30 20:12:24,FALSE,NA,"781949839118626816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jerzywho",14,TRUE,FALSE,NA,NA
"46","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:12:20,FALSE,NA,"781949824795021316",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adamazi_nwamadi",41,TRUE,FALSE,NA,NA
"47","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:12:18,FALSE,NA,"781949816867811328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OgoloEmmanuel5",41,TRUE,FALSE,NA,NA
"48","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:12:16,FALSE,NA,"781949806675693568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OgoloEmmanuel5",38,TRUE,FALSE,NA,NA
"49","RT @dwnews: .@UN warns of world's worst humanitarian crisis in #BokoHaram region https://t.co/ejYn983Rki https://t.co/n6QixthTIA",FALSE,0,NA,2016-09-30 20:12:14,FALSE,NA,"781949798735904768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aljakuns",7,TRUE,FALSE,NA,NA
"50","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:12:12,FALSE,NA,"781949791198740480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adamazi_nwamadi",38,TRUE,FALSE,NA,NA
"51","RT @trtworld: It’s been #900Days since the #ChibokGirls were kidnapped by Boko Haram, and still no rescues in sight https://t.co/QhYZnpRHfS",FALSE,0,NA,2016-09-30 20:12:06,FALSE,NA,"781949766334836737",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","PaiviBrink",5,TRUE,FALSE,NA,NA
"52","RT @ms_hanie: Reminds me. I was on my way to Abuja and a man asked me why we Muslims don't talk to boko haram people to stop killing. I'm s…",FALSE,0,NA,2016-09-30 20:12:04,FALSE,NA,"781949758357241857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","booharee",5,TRUE,FALSE,NA,NA
"53","Boko Haram will Become World’s Worst Humanitarian Crisis: UN Official: The United Nations has warned…… https://t.co/lmXd8uO9eQ",FALSE,0,NA,2016-09-30 20:12:04,TRUE,NA,"781949756377407488",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","anonintel_adm",0,FALSE,FALSE,NA,NA
"54","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:12:03,FALSE,NA,"781949753831616512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davidivoke3",41,TRUE,FALSE,NA,NA
"55","RT @gerfingerpoken2: (IBD) Hillary Clinton Ignored Nigeria's Terrorist Group #BokoHaram - @IBDeditorials -  https://t.co/SV3fzyFX2y - https…",FALSE,0,NA,2016-09-30 20:11:53,FALSE,NA,"781949710517014528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jerrylmassey",5,TRUE,FALSE,NA,NA
"56","RT @Amaka_Ekwo: Savaged by Boko Haram https://t.co/L9R1b3LOEx",FALSE,0,NA,2016-09-30 20:11:34,FALSE,NA,"781949629021773824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OgoloEmmanuel5",32,TRUE,FALSE,NA,NA
"57","RT @IRLA_USA: Savaged by #BokoHaram https://t.co/nfCvStuuD8 #Nigeria",FALSE,0,NA,2016-09-30 20:11:32,FALSE,NA,"781949622436581376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OgoloEmmanuel5",23,TRUE,FALSE,NA,NA
"58","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 20:11:27,FALSE,NA,"781949599955247104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agronomist83",12,TRUE,FALSE,NA,NA
"59","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that… https://t.co/ZiIqifehkY",FALSE,0,NA,2016-09-30 20:11:25,FALSE,NA,"781949591298117632",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","litesgod",0,FALSE,FALSE,NA,NA
"60","RT @todayng: 14 soldiers killed in anti-Boko Haram operations - https://t.co/ZQHfboxXbs https://t.co/TlnSfWDdy7",FALSE,0,NA,2016-09-30 20:10:51,FALSE,NA,"781949450126262272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AhmadZango",2,TRUE,FALSE,NA,NA
"61","RT @BiafrasayForum: World’s Worst Humanitarian Crisis Could Be In ‘Boko Haram Region’ – UN: Without more donor support the emerge... https:…",FALSE,0,NA,2016-09-30 20:10:28,FALSE,NA,"781949351702716417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SNnanyelug",4,TRUE,FALSE,NA,NA
"62","14 soldiers killed in anti-Boko Haram operations: PHOTO: ##news.yahoo.com… https://t.co/OWhXhsYRCX #inspiredreporters",FALSE,0,NA,2016-09-30 20:10:25,FALSE,NA,"781949341443432448",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","inspiredMichael",0,FALSE,FALSE,NA,NA
"63","US builds a $100 million African drone base to fight Boko Haram https://t.co/fvPmNFNEBr via @scottia #tech #news https://t.co/Oy71V1pDUW",FALSE,0,NA,2016-09-30 20:10:21,FALSE,NA,"781949325634973696",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","scottia",0,FALSE,FALSE,NA,NA
"64","US builds a $100 million African drone base to fight Boko Haram https://t.co/FS9ccLaasz #milpitas95035",FALSE,0,NA,2016-09-30 20:10:19,FALSE,NA,"781949315300352004",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","dongfengchu",0,FALSE,FALSE,NA,NA
"65","RT @FRANCE24: Boko Haram region poised for world’s worst crisis, says UN https://t.co/wk8YZY6FKK https://t.co/2WNkSt4Rqb",FALSE,0,NA,2016-09-30 20:10:12,FALSE,NA,"781949286678401028",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnagboguObioha",46,TRUE,FALSE,NA,NA
"66","RT @sugabelly: On the surface it's a daft question. ""Muslims"" as a group can't ""talk"" to Boko Haram to stop anything
But on a granular leve…",FALSE,0,NA,2016-09-30 20:09:28,FALSE,NA,"781949104142295040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RafAbba",2,TRUE,FALSE,NA,NA
"67","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 20:09:24,FALSE,NA,"781949083359383552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Gavin_Webster",12,TRUE,FALSE,NA,NA
"68","14 soldiers killed in anti-Boko Haram operations https://t.co/evqSQMansf via todayng https://t.co/5rKxB2zZC2",FALSE,0,NA,2016-09-30 20:09:20,FALSE,NA,"781949068914397184",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","NewsPostNigeria",0,FALSE,FALSE,NA,NA
"69","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that it is investing $...",FALSE,0,NA,2016-09-30 20:09:18,FALSE,NA,"781949060047441920",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MorleyMcvey",0,FALSE,FALSE,NA,NA
"70","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that it is investing $...",FALSE,0,NA,2016-09-30 20:09:18,FALSE,NA,"781949059896442880",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","nicola_hardacre",0,FALSE,FALSE,NA,NA
"71","Famine Killing Tens Of Thousands In Boko Haram Region . https://t.co/ty0HBMsAeK https://t.co/q0XL8QZYHO",FALSE,0,NA,2016-09-30 20:09:18,FALSE,NA,"781949058566885376",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","riskmaplive",0,FALSE,FALSE,NA,NA
"72","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that it is investing $...",FALSE,0,NA,2016-09-30 20:09:17,FALSE,NA,"781949056574640128",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MosierBryant",0,FALSE,FALSE,NA,NA
"73","US builds a $100 million African drone base to fight Boko Haram",FALSE,0,NA,2016-09-30 20:09:17,FALSE,NA,"781949056364838912",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","HardmanHolley",0,FALSE,FALSE,NA,NA
"74","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that it is investing $...",FALSE,0,NA,2016-09-30 20:09:17,FALSE,NA,"781949054766886912",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","DaleTyler18",0,FALSE,FALSE,NA,NA
"75","RT @PressTV: UN warns of worst humanitarian crisis by Boko Haram https://t.co/sFLPYIq5cX #Nigeria #Chad https://t.co/lkaAGjSBYA",FALSE,0,NA,2016-09-30 20:09:16,FALSE,NA,"781949049725345792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","munisraza96",9,TRUE,FALSE,NA,NA
"76","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Friday that it is investing $...",FALSE,0,NA,2016-09-30 20:09:14,FALSE,NA,"781949042267783168",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","BarthEllen",0,FALSE,FALSE,NA,NA
"77","US builds a $100 million African drone base to fight Boko Haram: The Department of Defense announced on Frida... https://t.co/BxFnlFMzdO",FALSE,0,NA,2016-09-30 20:09:13,FALSE,NA,"781949040497831936",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","RuepayRuepays",0,FALSE,FALSE,NA,NA
"78","RT @Marhaluv2: We condemn Buhari's attempt to kill Sheikh Zakzaky in the name of Boko haram @MBuhari #DontKillZakzaky #FreeZakzaky",FALSE,0,NA,2016-09-30 20:09:10,FALSE,NA,"781949027680223232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gwagwarmaya",23,TRUE,FALSE,NA,NA
"79","https://t.co/4iSm40y6Zh | Boko Haram region could become world’s worst crisis – UN https://t.co/3xoyfeLS6Y",FALSE,0,NA,2016-09-30 20:09:07,FALSE,NA,"781949014576988160",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ideiagroup",0,FALSE,FALSE,NA,NA
"80","RT @MarshaBlackburn: Glad to see my colleagues are questioning the integrity of the sham charity that is the Clinton Foundation.  https://t…",FALSE,0,NA,2016-09-30 20:08:59,FALSE,NA,"781948981291155456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","surferchecker",138,TRUE,FALSE,NA,NA
"81","RT @todayng: 14 soldiers killed in anti-Boko Haram operations - https://t.co/ZQHfboxXbs https://t.co/TlnSfWDdy7",FALSE,0,NA,2016-09-30 20:08:38,FALSE,NA,"781948892371968004",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Eminent_karaye",2,TRUE,FALSE,NA,NA
"82","RT @readontheroad: The 2016 #Nigeria #Humanitarian Response Plan received $197m, only 26% of the $739m required to meet priority needs http…",FALSE,0,NA,2016-09-30 20:08:38,FALSE,NA,"781948891818291200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ecinqmars",2,TRUE,FALSE,NA,NA
"83","15 14 soldiers killed in anti-Boko Haram operations: Niger: Niger's army said Friday that 14 of its soldiers ... https://t.co/Utcjmag5TL",FALSE,0,NA,2016-09-30 20:08:34,FALSE,NA,"781948877528150016",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","NFGNL",0,FALSE,FALSE,NA,NA
